referencia,pc1,pc2,lat,lon,area_m2,municipio,uso,tipo_via,nombre_via,numero,direccion,es_residencial,es_asr,error_dnprc
0103402VL0100S,0103402,VL0100S,40.768679,-4.25268,292.0,EL ESPINAR,Agrario,,,,DS DISEMINADO-EL ESPINAR 89 Polígono 1 MATAMAJAL. 40400 EL ESPINAR (SEGOVIA),False,False,
0103403VL0100S,0103403,VL0100S,40.768645,-4.252433,83.0,EL ESPINAR,Agrario,,,,DS DISEMINADO-EL ESPINAR 89(B) 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100001,40087A0,0100001,40.785871,-4.219512,38123.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 1 VENTA DEL HAMBRE. EL ESPINAR (SEGOVIA),False,False,
40087A00100002,40087A0,0100002,40.785091,-4.216966,58543.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 2 VENTA DEL HAMBRE. EL ESPINAR (SEGOVIA),False,False,
40087A00100003,40087A0,0100003,40.784279,-4.214229,27828.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 3 VENTA DEL HAMBRE. EL ESPINAR (SEGOVIA),False,False,
40087A00100005,40087A0,0100005,40.783017,-4.213094,8839.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 5 VENTA DEL HAMBRE. EL ESPINAR (SEGOVIA),False,False,
40087A00100006,40087A0,0100006,40.782608,-4.211957,8984.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 6 VENTA DEL HAMBRE. EL ESPINAR (SEGOVIA),False,False,
40087A00100009,40087A0,0100009,40.766644,-4.205501,81584.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9 ARROYO. EL ESPINAR (SEGOVIA),False,False,
40087A00100011,40087A0,0100011,40.770922,-4.20824,97301.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 11 ARROYO. EL ESPINAR (SEGOVIA),False,False,
40087A00100012,40087A0,0100012,40.766023,-4.208554,85693.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 12 ARROYO. EL ESPINAR (SEGOVIA),False,False,
40087A00100013,40087A0,0100013,40.771016,-4.211106,69463.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 13 ARROYO. EL ESPINAR (SEGOVIA),False,False,
40087A00100014,40087A0,0100014,40.765527,-4.215562,684293.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 14 ARROYO. EL ESPINAR (SEGOVIA),False,False,
40087A00100015,40087A0,0100015,40.763274,-4.223178,370880.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 15 RINCONADA. EL ESPINAR (SEGOVIA),False,False,
40087A00100016,40087A0,0100016,40.764856,-4.228276,305541.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 16 RINCONADA. 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100017,40087A0,0100017,40.76271,-4.231796,104072.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 17 RINCONADA. 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100018,40087A0,0100018,40.760275,-4.233142,114985.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 18 RINCONADA. EL ESPINAR (SEGOVIA),False,False,
40087A00100020,40087A0,0100020,40.767258,-4.239631,149874.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 20 RINCONADA. EL ESPINAR (SEGOVIA),False,False,
40087A00100021,40087A0,0100021,40.76393,-4.244083,62567.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 21 MOLINO DEL BOSQUE. EL ESPINAR (SEGOVIA),False,False,
40087A00100022,40087A0,0100022,40.76753,-4.244257,109349.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 22 EL SAHUQUILLO. EL ESPINAR (SEGOVIA),False,False,
40087A00100023,40087A0,0100023,40.770973,-4.241918,140767.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 23 EL SAHUQUILLO. EL ESPINAR (SEGOVIA),False,False,
40087A00100024,40087A0,0100024,40.771013,-4.245124,109589.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 24 SAN MIGUEL. EL ESPINAR (SEGOVIA),False,False,
40087A00100025,40087A0,0100025,40.768123,-4.247872,37104.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 25 EL CEBADERO. EL ESPINAR (SEGOVIA),False,False,
40087A00100026,40087A0,0100026,40.766983,-4.250102,25120.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 26 EL CEBADERO. EL ESPINAR (SEGOVIA),False,False,
40087A00100027,40087A0,0100027,40.768634,-4.249682,33929.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 27 EL CEBADERO. EL ESPINAR (SEGOVIA),False,False,
40087A00100028,40087A0,0100028,40.768389,-4.248889,25189.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 28 EL CEBADERO. EL ESPINAR (SEGOVIA),False,False,
40087A00100029,40087A0,0100029,40.7703,-4.24802,10816.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 29 EL CEBADERO. EL ESPINAR (SEGOVIA),False,False,
40087A00100030,40087A0,0100030,40.77172,-4.249325,13691.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 30 LA LOSA. EL ESPINAR (SEGOVIA),False,False,
40087A00100031,40087A0,0100031,40.775053,-4.250339,371287.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 31 LA LOSA. EL ESPINAR (SEGOVIA),False,False,
40087A00100032,40087A0,0100032,40.773196,-4.255574,413266.0,EL ESPINAR,Agrario,,,,Suelo Polígono 1 Parcela 32 LA LOSA. EL ESPINAR (SEGOVIA),False,False,
40087A00100033,40087A0,0100033,40.770055,-4.261173,586422.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 33 EL CALOQUILLO. EL ESPINAR (SEGOVIA),False,False,
40087A00100035,40087A0,0100035,40.763598,-4.255065,159025.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 35 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100036,40087A0,0100036,40.762207,-4.25367,49594.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 36 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100037,40087A0,0100037,40.76626,-4.252829,14559.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 37 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100038,40087A0,0100038,40.765736,-4.25009,51409.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 38 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100039,40087A0,0100039,40.764692,-4.246731,42884.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 39 MOLINO NUEVO. EL ESPINAR (SEGOVIA),False,False,
40087A00100040,40087A0,0100040,40.762324,-4.248059,174637.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 40 MOLINO DEL BOSQUE. EL ESPINAR (SEGOVIA),False,False,
40087A00100041,40087A0,0100041,40.764239,-4.250959,45552.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 41 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100042,40087A0,0100042,40.762051,-4.251558,22690.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 42 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100043,40087A0,0100043,40.760206,-4.248914,43002.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 43 CERCA. EL ESPINAR (SEGOVIA),False,False,
40087A00100044,40087A0,0100044,40.759572,-4.250882,20232.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 44 CERCA. EL ESPINAR (SEGOVIA),False,False,
40087A00100045,40087A0,0100045,40.759285,-4.247835,27577.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 45 CERCA. EL ESPINAR (SEGOVIA),False,False,
40087A00100046,40087A0,0100046,40.762341,-4.244829,519079.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 46 LA RINCONADA. 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100052,40087A0,0100052,40.757906,-4.224985,640539.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 52 RINCONADA. 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100053,40087A0,0100053,40.756234,-4.2182,455564.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 53 LA RINCONADA. EL ESPINAR (SEGOVIA),False,False,
40087A00100054,40087A0,0100054,40.754076,-4.214651,179600.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 54 CASERIO. EL ESPINAR (SEGOVIA),False,False,
40087A00100146,40087A0,0100146,40.756428,-4.256158,523086.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 146 CERCA DEL ROMO. 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100147,40087A0,0100147,40.75611,-4.254703,41011.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 147 0114701VL0101S CERCA DEL ROMO. 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100148,40087A0,0100148,40.758045,-4.253636,24188.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 148 CERCA DEL ROMO. EL ESPINAR (SEGOVIA),False,False,
40087A00100149,40087A0,0100149,40.757188,-4.251281,142112.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 149 PRADO PASADERAS. 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100154,40087A0,0100154,40.757365,-4.247041,87289.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 154 CEPO NEGRILLO. EL ESPINAR (SEGOVIA),False,False,
40087A00100155,40087A0,0100155,40.755922,-4.243077,456737.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 155 CEPO NEGRILLO. 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100162,40087A0,0100162,40.754769,-4.237077,355652.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 162 PEÑA EL SOMBRERO. EL ESPINAR (SEGOVIA),False,False,
40087A00100242,40087A0,0100242,40.756252,-4.248765,14279.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 242 PRADO PASADERAS. EL ESPINAR (SEGOVIA),False,False,
40087A00100258,40087A0,0100258,40.767529,-4.246657,106.0,EL ESPINAR,Industrial agrario,,,,Polígono 1 Parcela 258 MOLINO DEL SAHUQUILLO. EL ESPINAR (SEGOVIA),False,False,
40087A00100260,40087A0,0100260,40.767891,-4.254654,117252.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 260 MATAMAJAL. 40400 EL ESPINAR (SEGOVIA),False,False,
40087A00100288,40087A0,0100288,40.768848,-4.252451,90.0,EL ESPINAR,Agrario,,,,LG MUNICIPIO  Polígono 1 Parcela 288 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100289,40087A0,0100289,40.76886,-4.252351,63.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 289 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100290,40087A0,0100290,40.768886,-4.252127,282.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 290 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100291,40087A0,0100291,40.768924,-4.251803,216.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 291 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00100292,40087A0,0100292,40.768957,-4.251522,216.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 292 MATAMAJAL. EL ESPINAR (SEGOVIA),False,False,
40087A00109010,40087A0,0109010,40.758827,-4.211278,9323.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9010 DESCUENTOS. EL ESPINAR (SEGOVIA),False,False,
40087A00109013,40087A0,0109013,40.78488,-4.213436,83373.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9013 AUTOPISTA AP-61. EL ESPINAR (SEGOVIA),False,False,
40087A00109029,40087A0,0109029,40.777891,-4.249392,46330.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9029 RIO MOROS. EL ESPINAR (SEGOVIA),False,False,
40087A00109030,40087A0,0109030,40.757672,-4.212264,88025.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9030 AUTOPISTA AP-61. EL ESPINAR (SEGOVIA),False,False,
40087A00109044,40087A0,0109044,40.739644,-4.231501,65406.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9044 CARRETERA SG-P-7225. EL ESPINAR (SEGOVIA),False,False,
40087A00109049,40087A0,0109049,40.757384,-4.212291,51741.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9049 AUTOPISTA AP-61. EL ESPINAR (SEGOVIA),False,False,
40087A00109051,40087A0,0109051,40.78546,-4.212221,43130.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9051 CARRETERA N-603. EL ESPINAR (SEGOVIA),False,False,
40087A00109052,40087A0,0109052,40.759607,-4.211272,3954.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9052 DESCUENTOS. EL ESPINAR (SEGOVIA),False,False,
40087A00109053,40087A0,0109053,40.760135,-4.211226,1648.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9053 DESCUENTOS. EL ESPINAR (SEGOVIA),False,False,
40087A00109056,40087A0,0109056,40.784957,-4.211987,13753.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9056 CARRETERA N-603. EL ESPINAR (SEGOVIA),False,False,
40087A00109057,40087A0,0109057,40.777412,-4.256781,769.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9057 DESCUENTOS. EL ESPINAR (SEGOVIA),False,False,
40087A00109058,40087A0,0109058,40.777436,-4.251171,124.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9058 DESCUENTOS. EL ESPINAR (SEGOVIA),False,False,
40087A00109062,40087A0,0109062,40.77384,-4.253337,26620.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9062 VEREDA DE VEGAS DE MATUTE. EL ESPINAR (SEGOVIA),False,False,
40087A00109063,40087A0,0109063,40.749987,-4.287084,371617.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9063 CAÑADA REAL SORIANA OCCIDENTAL. EL ESPINAR (SEGOVIA),False,False,
40087A00109065,40087A0,0109065,40.785918,-4.221599,12653.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9065 DESCUENTOS. EL ESPINAR (SEGOVIA),False,False,
40087A00109069,40087A0,0109069,40.767558,-4.205443,5794.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9069 ARROYO DE LA CABRA. EL ESPINAR (SEGOVIA),False,False,
40087A00109071,40087A0,0109071,40.758616,-4.211188,18311.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9071 CARRETERA N-603. EL ESPINAR (SEGOVIA),False,False,
40087A00109072,40087A0,0109072,40.761982,-4.210791,7462.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9072 DESCUENTOS. EL ESPINAR (SEGOVIA),False,False,
40087A00109093,40087A0,0109093,40.7539,-4.252457,67268.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9093 CAÑADA REAL SORIANA OCCIDENTAL. EL ESPINAR (SEGOVIA),False,False,
40087A00109094,40087A0,0109094,40.764565,-4.248746,24165.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9094 VEREDA DE LA RINCONADA. EL ESPINAR (SEGOVIA),False,False,
40087A00109095,40087A0,0109095,40.766098,-4.247629,103491.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9095 VEREDA DE LA RINCONADA. EL ESPINAR (SEGOVIA),False,False,
40087A00109097,40087A0,0109097,40.759962,-4.210995,68272.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9097 AUTOPISTA AP-61. EL ESPINAR (SEGOVIA),False,False,
40087A00109100,40087A0,0109100,40.741309,-4.252279,19623.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9100 ARROYO ARENALES. EL ESPINAR (SEGOVIA),False,False,
40087A00109523,40087A0,0109523,40.7818,-4.209893,37047.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9523 AUTOPISTA AP-61. EL ESPINAR (SEGOVIA),False,False,
40087A00109524,40087A0,0109524,40.7846,-4.211055,12312.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 9524 FERROCARRIL VILLALBA-SEGOVIA. EL ESPINAR (SEGOVIA),False,False,
40087A00115012,40087A0,0115012,40.768348,-4.209906,5386.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 15012 ARROYO. EL ESPINAR (SEGOVIA),False,False,
40087A00115014,40087A0,0115014,40.762296,-4.211715,90558.0,EL ESPINAR,Agrario,,,,Polígono 1 Parcela 15014 ARROYO. EL ESPINAR (SEGOVIA),False,False,
40087A00200009,40087A0,0200009,40.78494,-4.209534,90960.0,EL ESPINAR,Agrario,,,,Polígono 2 Parcela 9 VENTA DEL HAMBRE. EL ESPINAR (SEGOVIA),False,False,
40087A00209016,40087A0,0209016,40.781545,-4.209244,104741.0,EL ESPINAR,Agrario,,,,Polígono 2 Parcela 9016 FERROCARRIL VILLALBA-SEGOVIA. EL ESPINAR (SEGOVIA),False,False,
40087A00209505,40087A0,0209505,40.7801,-4.207889,40329.0,EL ESPINAR,Agrario,,,,Polígono 2 Parcela 9505 CORDEL DE GANADOS. EL ESPINAR (SEGOVIA),False,False,
40087A01300002,40087A0,1300002,40.764249,-4.203121,631695.0,EL ESPINAR,Agrario,,,,Polígono 13 Parcela 2 CABRA. EL ESPINAR (SEGOVIA),False,False,
40087A01309016,40087A0,1309016,40.758804,-4.211098,20400.0,EL ESPINAR,Agrario,,,,Polígono 13 Parcela 9016 CARRETERA N-603. EL ESPINAR (SEGOVIA),False,False,
40087A01309019,40087A0,1309019,40.758024,-4.210929,59605.0,EL ESPINAR,Agrario,,,,Polígono 13 Parcela 9019 CARRETERA N-603. EL ESPINAR (SEGOVIA),False,False,
40087A01310002,40087A0,1310002,40.759834,-4.205246,142694.0,EL ESPINAR,Agrario,,,,Polígono 13 Parcela 10002 CABRA. EL ESPINAR (SEGOVIA),False,False,
40087A01320002,40087A0,1320002,40.756791,-4.20614,315368.0,EL ESPINAR,Agrario,,,,Polígono 13 Parcela 20002 CABRA. EL ESPINAR (SEGOVIA),False,False,
40178A01005065,40178A0,1005065,40.804285,-4.212742,79639.0,OTERO DE HERREROS,Agrario,,,,Polígono 10 Parcela 5065 NAVA. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01005066,40178A0,1005066,40.804595,-4.211125,77370.0,OTERO DE HERREROS,Agrario,,,,Polígono 10 Parcela 5066 NAVA. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01009014,40178A0,1009014,40.804977,-4.223694,4437.0,OTERO DE HERREROS,Agrario,,,,Polígono 10 Parcela 9014 VARIOS. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01009015,40178A0,1009015,40.800933,-4.210371,22017.0,OTERO DE HERREROS,Agrario,,,,Polígono 10 Parcela 9015 VARIOS. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01009100,40178A0,1009100,40.802891,-4.210611,38714.0,OTERO DE HERREROS,Agrario,,,,Polígono 10 Parcela 9100 NAVA. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01015067,40178A0,1015067,40.801488,-4.211067,8114.0,OTERO DE HERREROS,Agrario,,,,Polígono 10 Parcela 15067 NAVA. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01305001,40178A0,1305001,40.803312,-4.243812,243593.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 5001 MONTE. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01305002,40178A0,1305002,40.800961,-4.241278,48119.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 5002 MONTE. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01305003,40178A0,1305003,40.800646,-4.238901,36615.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 5003 CABRERIZAS. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01305004,40178A0,1305004,40.801048,-4.237722,4560.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 5004 ORGANO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01305005,40178A0,1305005,40.801215,-4.237581,5623.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 5005 ORGANO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01305006,40178A0,1305006,40.801358,-4.237335,5850.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 5006 ORGANO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01305007,40178A0,1305007,40.801421,-4.236881,5807.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 5007 ORGANO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01305011,40178A0,1305011,40.801623,-4.235442,6235.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 5011 ORGANO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01305036,40178A0,1305036,40.799535,-4.240395,38515.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 5036 CABRERIZAS. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01309008,40178A0,1309008,40.799747,-4.242764,5121.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 9008 VARIOS. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01309009,40178A0,1309009,40.801115,-4.246429,13065.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 9009 VARIOS. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01309011,40178A0,1309011,40.802327,-4.238777,4640.0,OTERO DE HERREROS,Agrario,,,,Polígono 13 Parcela 9011 VARIOS. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405008,40178A0,1405008,40.791391,-4.238128,32568.0,OTERO DE HERREROS,,,,,,False,False,
40178A01405017,40178A0,1405017,40.792344,-4.242036,12198.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5017 CABRERIZA Y VEGA. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405019,40178A0,1405019,40.791466,-4.246445,11747.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5019 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405021,40178A0,1405021,40.789609,-4.246975,6320.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5021 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405022,40178A0,1405022,40.789781,-4.242635,6883.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5022 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405023,40178A0,1405023,40.789533,-4.246556,6775.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5023 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405024,40178A0,1405024,40.789382,-4.246065,7055.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5024 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405025,40178A0,1405025,40.789407,-4.245626,4577.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5025 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405026,40178A0,1405026,40.789405,-4.245261,4473.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5026 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405027,40178A0,1405027,40.789448,-4.244847,4968.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5027 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405028,40178A0,1405028,40.789415,-4.24439,4482.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5028 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405029,40178A0,1405029,40.789452,-4.243886,4783.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5029 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405030,40178A0,1405030,40.789449,-4.243318,5018.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5030 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405031,40178A0,1405031,40.78998,-4.241764,6197.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5031 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405032,40178A0,1405032,40.790063,-4.240901,8067.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5032 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405033,40178A0,1405033,40.790233,-4.240248,3721.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5033 CEMELLON. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405034,40178A0,1405034,40.791135,-4.247344,5850.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5034 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405035,40178A0,1405035,40.790651,-4.246562,3677.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5035 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405036,40178A0,1405036,40.792021,-4.246606,14946.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5036 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405037,40178A0,1405037,40.792408,-4.244268,26349.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5037 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405038,40178A0,1405038,40.79214,-4.242728,6887.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5038 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405039,40178A0,1405039,40.793225,-4.244344,1690.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5039 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405040,40178A0,1405040,40.792707,-4.245225,2047.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5040 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405041,40178A0,1405041,40.791211,-4.242788,2279.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5041 CABRERIZA Y VEGA. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405042,40178A0,1405042,40.790917,-4.242778,2560.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5042 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405043,40178A0,1405043,40.790369,-4.243313,12542.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5043 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405044,40178A0,1405044,40.791399,-4.245074,7247.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5044 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405045,40178A0,1405045,40.79061,-4.245748,10678.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5045 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
40178A01405046,40178A0,1405046,40.79055,-4.244727,10467.0,OTERO DE HERREROS,Agrario,,,,Polígono 14 Parcela 5046 QUEMADO. OTERO DE HERREROS (SEGOVIA),False,False,
