referencia,pc1,pc2,lat,lon,area_m2,municipio,uso,tipo_via,nombre_via,numero,direccion,es_residencial,es_asr,error_dnprc
6851811UL9165S,6851811,UL9165S,40.778317,-4.223871,409.0,EL ESPINAR,Residencial,CL,SIERRA MAGINA,9,CL SIERRA MAGINA 9 40400 EL ESPINAR (SEGOVIA),True,True,
6940801UL9164S,6940801,UL9164S,40.768985,-4.225932,1020.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,605,CL PERU 605(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940802UL9164S,6940802,UL9164S,40.769021,-4.225615,878.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,606,CL PERU 606(G) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940803UL9164S,6940803,UL9164S,40.768973,-4.225318,812.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,606,CL PERU 606(F) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940804UL9164S,6940804,UL9164S,40.768912,-4.225032,836.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,606,CL PERU 606(E) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940805UL9164S,6940805,UL9164S,40.768816,-4.224734,830.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,606,CL PERU 606(D) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940806UL9164S,6940806,UL9164S,40.768723,-4.224402,824.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,606,CL PERU 606(C) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940807UL9164S,6940807,UL9164S,40.768664,-4.224057,831.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,606,CL PERU 606(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940808UL9164S,6940808,UL9164S,40.768728,-4.223708,828.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,606,CL PERU 606(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940809UL9164S,6940809,UL9164S,40.768824,-4.22337,778.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,607,CL PERU 607(G) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940810UL9164S,6940810,UL9164S,40.768872,-4.223028,746.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,607,CL PERU 607(F) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940811UL9164S,6940811,UL9164S,40.768914,-4.222637,856.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,607,CL PERU 607(E) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940812UL9164S,6940812,UL9164S,40.768844,-4.222227,856.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,607,CL PERU 607(D) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940813UL9164S,6940813,UL9164S,40.768705,-4.221944,880.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,607,CL PERU 607(C) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940814UL9164S,6940814,UL9164S,40.768542,-4.22177,831.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,607,CL PERU 607(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940815UL9164S,6940815,UL9164S,40.76839,-4.22159,931.0,EL ESPINAR,Residencial,CL,PERU,607,CL PERU 607(A) 40400 EL ESPINAR (SEGOVIA),True,True,
6940816UL9164S,6940816,UL9164S,40.767813,-4.220927,1004.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,PERU,608,CL PERU 608(C) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940817UL9164S,6940817,UL9164S,40.767662,-4.220561,912.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,HONDURAS,608,CL HONDURAS 608(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940818UL9164S,6940818,UL9164S,40.767981,-4.220681,1008.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,HONDURAS,608,CL HONDURAS 608(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940819UL9164S,6940819,UL9164S,40.768617,-4.221226,746.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,609,CL MEJICO 609 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940820UL9164S,6940820,UL9164S,40.768743,-4.221391,762.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,610,CL MEJICO 610 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940821UL9164S,6940821,UL9164S,40.768877,-4.221564,776.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,611,CL MEJICO 611 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940822UL9164S,6940822,UL9164S,40.76898,-4.221799,774.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,612,CL MEJICO 612 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940823UL9164S,6940823,UL9164S,40.769057,-4.222113,758.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,613,CL MEJICO 613 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940824UL9164S,6940824,UL9164S,40.769104,-4.222545,833.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,614,CL MEJICO 614 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940825UL9164S,6940825,UL9164S,40.76912,-4.222959,765.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,MEJICO,615,CL MEJICO 615 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6940826UL9164S,6940826,UL9164S,40.769103,-4.22328,835.0,EL ESPINAR,Residencial,CL,MEJICO,616,CL MEJICO 616 40400 EL ESPINAR (SEGOVIA),True,True,
6940827UL9164S,6940827,UL9164S,40.76903,-4.223586,779.0,EL ESPINAR,Residencial,CL,MEJICO,617,CL MEJICO 617 40400 EL ESPINAR (SEGOVIA),True,True,
6940828UL9164S,6940828,UL9164S,40.768922,-4.223915,784.0,EL ESPINAR,Residencial,CL,MEJICO,618,CL MEJICO 618 40400 EL ESPINAR (SEGOVIA),True,True,
6940829UL9164S,6940829,UL9164S,40.768936,-4.224289,791.0,EL ESPINAR,Residencial,CL,MEJICO,619,CL MEJICO 619 40400 EL ESPINAR (SEGOVIA),True,True,
6940830UL9164S,6940830,UL9164S,40.769054,-4.224619,783.0,EL ESPINAR,Residencial,CL,MEJICO,620,CL MEJICO 620 40400 EL ESPINAR (SEGOVIA),True,True,
6940831UL9164S,6940831,UL9164S,40.769177,-4.2249,781.0,EL ESPINAR,Residencial,CL,MEJICO,621,CL MEJICO 621 40400 EL ESPINAR (SEGOVIA),True,True,
6940832UL9164S,6940832,UL9164S,40.769261,-4.225157,771.0,EL ESPINAR,Residencial,CL,MEJICO,622,CL MEJICO 622 40400 EL ESPINAR (SEGOVIA),True,True,
6940833UL9164S,6940833,UL9164S,40.769308,-4.225397,773.0,EL ESPINAR,Residencial,CL,MEJICO,623,CL MEJICO 623 40400 EL ESPINAR (SEGOVIA),True,True,
6940834UL9164S,6940834,UL9164S,40.769346,-4.22565,764.0,EL ESPINAR,Residencial,CL,MEJICO,624,CL MEJICO 624 40400 EL ESPINAR (SEGOVIA),True,True,
6940835UL9164S,6940835,UL9164S,40.769308,-4.225917,787.0,EL ESPINAR,Residencial,CL,MEJICO,625,CL MEJICO 625 40400 EL ESPINAR (SEGOVIA),True,True,
6940836UL9164S,6940836,UL9164S,40.769275,-4.226162,780.0,EL ESPINAR,Residencial,CL,MEJICO,626,CL MEJICO 626 40400 EL ESPINAR (SEGOVIA),True,True,
6940837UL9164S,6940837,UL9164S,40.768467,-4.221101,973.0,EL ESPINAR,Residencial,CL,MEJICO,395,"CL MEJICO 395(A) SE SEGREGAN: 38,39,40,41 40400 EL ESPINAR (SEGOVIA)",True,True,
6940838UL9164S,6940838,UL9164S,40.768341,-4.220942,955.0,EL ESPINAR,Residencial,CL,MEJICO,395,CL MEJICO 395(B) SE SEGREGAN DE LA 37 40400 EL ESPINAR (SEGOVIA),True,True,
6940839UL9164S,6940839,UL9164S,40.768199,-4.220823,810.0,EL ESPINAR,Residencial,CL,MEJICO,395,CL MEJICO 395(C) SE SEGREGA DE LA 37 40400 EL ESPINAR (SEGOVIA),True,True,
6940840UL9164S,6940840,UL9164S,40.768008,-4.2212,901.0,EL ESPINAR,Residencial,CL,PERU,395,CL PERU 395(E) SE SEGREGA DE LA 37 40400 EL ESPINAR (SEGOVIA),True,True,
6940841UL9164S,6940841,UL9164S,40.768191,-4.221424,899.0,EL ESPINAR,Residencial,CL,PERU,395,CL PERU 395(D) SE SEGREGA DE LA 37 40400 EL ESPINAR (SEGOVIA),True,True,
6941201UL9164S,6941201,UL9164S,40.770474,-4.229835,828.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,URUGUAY,771,CL URUGUAY 771 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941202UL9164S,6941202,UL9164S,40.770543,-4.229451,1113.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,URUGUAY,770,CL URUGUAY 770 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941203UL9164S,6941203,UL9164S,40.770622,-4.228995,1324.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,URUGUAY,769,CL URUGUAY 769 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941204UL9164S,6941204,UL9164S,40.770691,-4.22853,1227.0,EL ESPINAR,Residencial,CL,URUGUAY,768,CL URUGUAY 768 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941205UL9164S,6941205,UL9164S,40.770737,-4.22814,1213.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,URUGUAY,767,CL URUGUAY 767 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941206UL9164S,6941206,UL9164S,40.770798,-4.227798,1155.0,EL ESPINAR,Residencial,CL,URUGUAY,766,CL URUGUAY 766 40400 EL ESPINAR (SEGOVIA),True,True,
6941207UL9164S,6941207,UL9164S,40.770855,-4.227476,1344.0,EL ESPINAR,Residencial,CL,URUGUAY,765,CL URUGUAY 765 40400 EL ESPINAR (SEGOVIA),True,True,
6941208UL9164S,6941208,UL9164S,40.7709,-4.227139,1340.0,EL ESPINAR,Residencial,AV,BRUSELAS,764,AV BRUSELAS 764 40400 EL ESPINAR (SEGOVIA),True,True,
6941209UL9164S,6941209,UL9164S,40.770941,-4.226378,1303.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,762,AV BRUSELAS 762 Suelo 40424 EL ESPINAR (SEGOVIA),False,False,
6941210UL9164S,6941210,UL9164S,40.770926,-4.225957,1370.0,EL ESPINAR,Residencial,AV,BRUSELAS,761,AV BRUSELAS 761 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941211UL9164S,6941211,UL9164S,40.770892,-4.225494,1388.0,EL ESPINAR,Residencial,AV,BRUSELAS,760,AV BRUSELAS 760 40400 EL ESPINAR (SEGOVIA),True,True,
6941212UL9164S,6941212,UL9164S,40.770799,-4.2251,1318.0,EL ESPINAR,Residencial,AV,BRUSELAS,759,AV BRUSELAS 759 40400 EL ESPINAR (SEGOVIA),True,True,
6941213UL9164S,6941213,UL9164S,40.770645,-4.224742,1225.0,EL ESPINAR,Residencial,AV,BRUSELAS,758,AV BRUSELAS 758 A 40424 EL ESPINAR (SEGOVIA),True,True,
6941214UL9164S,6941214,UL9164S,40.770466,-4.224337,1095.0,EL ESPINAR,Residencial,AV,BRUSELAS,757,AV BRUSELAS 757 Es:1 Pl:01 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941215UL9164S,6941215,UL9164S,40.770351,-4.223822,1216.0,EL ESPINAR,Residencial,AV,BRUSELAS,756,AV BRUSELAS 756 Es:1 Pl:00 Pt:01 40424 EL ESPINAR (SEGOVIA),True,True,
6941216UL9164S,6941216,UL9164S,40.770393,-4.223359,1365.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",AV,BRUSELAS,755,AV BRUSELAS 755 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941217UL9164S,6941217,UL9164S,40.770459,-4.222941,1251.0,EL ESPINAR,Residencial,AV,BRUSELAS,754,AV BRUSELAS 754 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941218UL9164S,6941218,UL9164S,40.770538,-4.222558,1324.0,EL ESPINAR,Residencial,AV,BRUSELAS,753,AV BRUSELAS 753 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941219UL9164S,6941219,UL9164S,40.770675,-4.222235,1268.0,EL ESPINAR,Residencial,AV,BRUSELAS,752,AV BRUSELAS 752 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941220UL9164S,6941220,UL9164S,40.770861,-4.22193,1363.0,EL ESPINAR,Residencial,AV,BRUSELAS,751,AV BRUSELAS 751 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941221UL9164S,6941221,UL9164S,40.771042,-4.221612,1249.0,EL ESPINAR,Residencial,AV,BRUSELAS,750,AV BRUSELAS 750 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941222UL9164S,6941222,UL9164S,40.771226,-4.221295,1293.0,EL ESPINAR,Residencial,AV,BRUSELAS,749,AV BRUSELAS 749 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941223UL9164S,6941223,UL9164S,40.771393,-4.22099,1050.0,EL ESPINAR,Residencial,AV,BRUSELAS,748,AV BRUSELAS 748 40400 EL ESPINAR (SEGOVIA),True,True,
6941224UL9164S,6941224,UL9164S,40.771572,-4.220684,1193.0,EL ESPINAR,Residencial,AV,BRUSELAS,747,AV BRUSELAS 747 40400 EL ESPINAR (SEGOVIA),True,True,
6941225UL9164S,6941225,UL9164S,40.771804,-4.220448,1002.0,EL ESPINAR,Residencial,AV,BRUSELAS,746,AV BRUSELAS 746 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941226UL9164S,6941226,UL9164S,40.772108,-4.220352,941.0,EL ESPINAR,Residencial,AV,BRUSELAS,745,AV BRUSELAS 745 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941227UL9164S,6941227,UL9164S,40.772442,-4.220243,1164.0,EL ESPINAR,Residencial,AV,BRUSELAS,744,AV BRUSELAS 744 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941228UL9164S,6941228,UL9164S,40.772783,-4.220123,1197.0,EL ESPINAR,Residencial,AV,BRUSELAS,743,AV BRUSELAS 743 40424 EL ESPINAR (SEGOVIA),True,True,
6941229UL9164S,6941229,UL9164S,40.773147,-4.220023,1352.0,EL ESPINAR,Residencial,AV,BRUSELAS,742,AV BRUSELAS 742 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941230UL9164S,6941230,UL9164S,40.773501,-4.219891,1283.0,EL ESPINAR,Residencial,AV,BRUSELAS,741,AV BRUSELAS 741 Es:1 Pl:00 Pt:01 40424 EL ESPINAR (SEGOVIA),True,True,
6941231UL9164S,6941231,UL9164S,40.773813,-4.219755,1153.0,EL ESPINAR,Residencial,AV,BRUSELAS,740,AV BRUSELAS 740 40400 EL ESPINAR (SEGOVIA),True,True,
6941232UL9164S,6941232,UL9164S,40.774053,-4.21944,1389.0,EL ESPINAR,Residencial,AV,BRUSELAS,737,AV BRUSELAS 737 40400 EL ESPINAR (SEGOVIA),True,True,
6941233UL9164S,6941233,UL9164S,40.774307,-4.219281,1358.0,EL ESPINAR,Residencial,AV,BRUSELAS,738,AV BRUSELAS 738 40424 EL ESPINAR (SEGOVIA),True,True,
6941234UL9164S,6941234,UL9164S,40.774665,-4.219076,1269.0,EL ESPINAR,Residencial,AV,BRUSELAS,739,AV BRUSELAS 739 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941235UL9164S,6941235,UL9164S,40.773744,-4.219409,1112.0,EL ESPINAR,Residencial,CL,VENEZUELA,736,CL VENEZUELA 736 40400 EL ESPINAR (SEGOVIA),True,True,
6941236UL9164S,6941236,UL9164S,40.773412,-4.219536,1102.0,EL ESPINAR,Residencial,CL,VENEZUELA,735,CL VENEZUELA 735 40400 EL ESPINAR (SEGOVIA),True,True,
6941237UL9164S,6941237,UL9164S,40.773068,-4.219673,1314.0,EL ESPINAR,Residencial,CL,VENEZUELA,734,CL VENEZUELA 734 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941238UL9164S,6941238,UL9164S,40.772709,-4.219787,1106.0,EL ESPINAR,Residencial,CL,VENEZUELA,733,CL VENEZUELA 733 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941239UL9164S,6941239,UL9164S,40.77236,-4.219924,1165.0,EL ESPINAR,Residencial,CL,VENEZUELA,732,CL VENEZUELA 732 40400 EL ESPINAR (SEGOVIA),True,True,
6941240UL9164S,6941240,UL9164S,40.772019,-4.220051,1015.0,EL ESPINAR,Residencial,CL,VENEZUELA,731,CL VENEZUELA 731 40400 EL ESPINAR (SEGOVIA),True,True,
6941241UL9164S,6941241,UL9164S,40.771663,-4.220171,1080.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,730,CL VENEZUELA 730 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941243UL9164S,6941243,UL9164S,40.771128,-4.220692,1300.0,EL ESPINAR,Residencial,CL,VENEZUELA,728,CL VENEZUELA 728 40400 EL ESPINAR (SEGOVIA),True,True,
6941244UL9164S,6941244,UL9164S,40.77095,-4.221022,1402.0,EL ESPINAR,Residencial,CL,VENEZUELA,727,CL VENEZUELA 727 40400 EL ESPINAR (SEGOVIA),True,True,
6941245UL9164S,6941245,UL9164S,40.770763,-4.221347,1269.0,EL ESPINAR,Residencial,CL,VENEZUELA,726,CL VENEZUELA 726 Es:1 Pl:01 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941246UL9164S,6941246,UL9164S,40.770572,-4.221664,1361.0,EL ESPINAR,Residencial,CL,VENEZUELA,725,CL VENEZUELA 725 Es:1 Pl:01 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941247UL9164S,6941247,UL9164S,40.770371,-4.221978,1325.0,EL ESPINAR,Residencial,CL,VENEZUELA,724,CL VENEZUELA 724 Es:1 Pl:01 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
6941248UL9164S,6941248,UL9164S,40.770236,-4.222248,768.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,723,CL VENEZUELA 723 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941249UL9164S,6941249,UL9164S,40.770185,-4.222473,842.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,722,CL VENEZUELA 722 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941250UL9164S,6941250,UL9164S,40.770148,-4.22272,838.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,721,CL VENEZUELA 721 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941251UL9164S,6941251,UL9164S,40.770106,-4.222975,826.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,720,CL VENEZUELA 720 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941252UL9164S,6941252,UL9164S,40.770082,-4.223239,822.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,719,CL VENEZUELA 719 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941253UL9164S,6941253,UL9164S,40.770057,-4.223503,834.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,718,CL VENEZUELA 718 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941254UL9164S,6941254,UL9164S,40.77005,-4.223777,829.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,717,CL VENEZUELA 717 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941255UL9164S,6941255,UL9164S,40.770087,-4.224064,804.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,716,CL VENEZUELA 716 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941256UL9164S,6941256,UL9164S,40.770201,-4.224366,855.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,715,CL VENEZUELA 715 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941257UL9164S,6941257,UL9164S,40.770504,-4.225312,838.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,712,CL VENEZUELA 712 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941258UL9164S,6941258,UL9164S,40.770539,-4.225563,809.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,711,CL VENEZUELA 711 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941259UL9164S,6941259,UL9164S,40.770573,-4.225803,887.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,710,CL VENEZUELA 710 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941260UL9164S,6941260,UL9164S,40.77059,-4.226053,832.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,709,CL VENEZUELA 709 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941261UL9164S,6941261,UL9164S,40.770598,-4.226314,895.0,EL ESPINAR,Residencial,CL,VENEZUELA,708,CL VENEZUELA 708 40400 EL ESPINAR (SEGOVIA),True,True,
6941262UL9164S,6941262,UL9164S,40.770573,-4.226635,1245.0,EL ESPINAR,Residencial,CL,VENEZUELA,707,CL VENEZUELA 707 40400 EL ESPINAR (SEGOVIA),True,True,
6941263UL9164S,6941263,UL9164S,40.77048,-4.226946,785.0,EL ESPINAR,Residencial,CL,VENEZUELA,706,CL VENEZUELA 706(A) 40400 EL ESPINAR (SEGOVIA),True,True,
6941264UL9164S,6941264,UL9164S,40.770457,-4.227159,976.0,EL ESPINAR,Residencial,CL,VENEZUELA,706,CL VENEZUELA 706(B) 40400 EL ESPINAR (SEGOVIA),True,True,
6941265UL9164S,6941265,UL9164S,40.770925,-4.226768,1309.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,763,CL VENEZUELA 763 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941266UL9164S,6941266,UL9164S,40.770325,-4.22469,852.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,48,CL VENEZUELA 48 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941267UL9164S,6941267,UL9164S,40.770434,-4.225021,850.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,713,CL VENEZUELA 713 Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941268UL9164S,6941268,UL9164S,40.771261,-4.220448,766.0,EL ESPINAR,Residencial,CL,VENEZUELA,18,CL VENEZUELA 18 40400 EL ESPINAR (SEGOVIA),True,True,
6941269UL9164S,6941269,UL9164S,40.771402,-4.220322,764.0,EL ESPINAR,Residencial,CL,VENEZUELA,729,CL VENEZUELA 729(B) 40400 EL ESPINAR (SEGOVIA),True,True,
6941270UL9164S,6941270,UL9164S,40.770416,-4.227382,1010.0,EL ESPINAR,Residencial,CL,VENEZUELA,68,CL VENEZUELA 68 40400 EL ESPINAR (SEGOVIA),True,True,
6941271UL9164S,6941271,UL9164S,40.770383,-4.227609,1067.0,EL ESPINAR,Residencial,CL,VENEZUELA,706,CL VENEZUELA 706(D) 40400 EL ESPINAR (SEGOVIA),True,True,
6941272UL9164S,6941272,UL9164S,40.770354,-4.227848,1148.0,EL ESPINAR,Residencial,CL,VENEZUELA,706,CL VENEZUELA 706(E) Es:T Pl:OD Pt:OD 40400 EL ESPINAR (SEGOVIA),True,True,
6941273UL9164S,6941273,UL9164S,40.770322,-4.228086,1083.0,EL ESPINAR,Residencial,CL,VENEZUELA,706,CL VENEZUELA 706(F) 40400 EL ESPINAR (SEGOVIA),True,True,
6941274UL9164S,6941274,UL9164S,40.770287,-4.2283,919.0,EL ESPINAR,Residencial,CL,VENEZUELA,76,CL VENEZUELA 76 40400 EL ESPINAR (SEGOVIA),True,True,
6941275UL9164S,6941275,UL9164S,40.770287,-4.228519,1092.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,705,CL VENEZUELA 705(A) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941276UL9164S,6941276,UL9164S,40.770269,-4.22875,1071.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,705,CL VENEZUELA 705(B) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941277UL9164S,6941277,UL9164S,40.770241,-4.22898,1034.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,705,CL VENEZUELA 705(C) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941278UL9164S,6941278,UL9164S,40.770215,-4.229211,975.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,705,CL VENEZUELA 705(D) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941279UL9164S,6941279,UL9164S,40.770196,-4.229443,881.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,705,CL VENEZUELA 705(E) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941280UL9164S,6941280,UL9164S,40.770177,-4.22968,800.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,705,CL VENEZUELA 705(F) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941281UL9164S,6941281,UL9164S,40.770172,-4.229963,858.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,705,CL VENEZUELA 705(G) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6941282UL9164S,6941282,UL9164S,40.770363,-4.226687,17.0,EL ESPINAR,"Obras de urbanización y jardineria, suelos sin edificar",CL,VENEZUELA,707,CL VENEZUELA 707(D) Suelo 40400 EL ESPINAR (SEGOVIA),False,False,
6946901UL9164N,6946901,UL9164N,40.772235,-4.2239,1527.0,EL ESPINAR,Residencial,CL,ARGENTINA,876,CL ARGENTINA 876 Es:1 Pl:00 Pt:01 40400 EL ESPINAR (SEGOVIA),True,True,
